file_path,heading,keywords,policy_P01,policy_P02,review_traceability,review_quality,review_api,llm_checked
docs/requires/requirement_list.md,3. 命題リスト,"JIT_CopyAndPatch,JIT_DoubleBuffer_Cache,PositionIndependentCode,NativeAPI_Export,JIT_Encoder,MultiModule_Support,ThreadedInterpreter,JIT_LazyChaining,Interpreter_LazyJITSwitch,vMMIO_TrapAndEmulate,VDMA,JIT_ReverseCompilationOrder,DynamicMmap,EnvironmentPointer,ROMParsing,MemoryBoundaryCheck,WasmPageAlignment,UnifiedAccessModel,Wasm32Only,FastAddressCheck,vMMIO_Isolation,JIT_RuntimeAPI_Fallback,InterpreterContextStackless,SinglePassCompilation,CooperativeMultitasking,GLOBAL_UseCpp23Library,GLOBAL_UseCpp20Coroutine,LowOverheadSwitch,COOS_Deterministic,CSPCommunication,IPC_ZeroCopy,GLOBAL_InterruptWakeup,CSP_Handoff,GLOBAL_PeriodicTask,GLOBAL_IdleDetection,DirectContextSwitch,TaskPollInterruptFlag,IPCRouter,IPC_HandleBased,URIAbstraction,IPCDI,RoleBasedAccessControl,OwnershipTransfer,DictionaryBasedIPC,LowLatencyLookup,Fast_Path_GPIO,Asynchronous_Notification,IPCRegistry,ServiceFacade,WIT_Interface_Spec,WIT_Common_Types,WIT_Interface_Purpose,Trap_Interface,Syscall_Mapping,HAL_Interface,Syscall_Return_Value,Errorcode_To_Strategy,WASI_Implementation,TypeSafeMessaging,PhysicalPassthrough,COOS_Transparent,Debug_Integrated,Debug_Standard_Env,RSPMinimalSet,BufferedLogging,RSP_Transport_Selectable,DebuggerLabelTableSwitch,HistoryBuffer,LightweightVerifier,COOS_Scheduling_Refine,vMMIO_TLB,ZeroCopyIndexing,IPC_DropHandler,JIT_Safepoint,Debugger_Jit_Flush,WASI_Async_Bridge,ConceptHarnessDI,LowLatencyJIT,JIT_ZeroCompileCostTheorem,SimpleJITArchitecture,JIT_RegisterMapping,ContextPointerRegister,Resource_Estimation_Model,ConsolidatedHeap,GLOBAL_StrictMemoryLimit,GLOBAL_IndependentHeap,GLOBAL_Policy_Memory,MemoryIsolation,ZeroRuntimeOverhead,Size_15KLOC,EliminateDataRace,CleanArchitecture,IoC,GLOBAL_ComponentHarness,GLOBAL_StaticScalability,WIT_First,Type_Vocabulary,NotRTOS",N/A,N/A,N/A,N/A,N/A,0
docs/requires/requirement_list.md,4. 設計課題・制約追跡 (Design Challenges & ADRs),"Challenge_ApproximateYield,Challenge_InterruptSafety,Challenge_JITCacheEfficiency,Challenge_WasiFdWriteLoop,Challenge_SyscallMemorySafety,Challenge_CoosBlockedList,Challenge_CspHandoffStarvation,Challenge_DebuggerResource,ADR_ScalableCodeOffset,ADR_SafeQueuingOnHotMiss",N/A,N/A,N/A,N/A,N/A,0
docs/requires/requirement_list.md,5. 制約事項,,N/A,N/A,N/A,N/A,N/A,0
docs/requires/requirement_list.md,6. 用語定義,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,1. コンセプト,"CooperativeMultitasking,GLOBAL_UseCpp23Library,GLOBAL_UseCpp20Coroutine,CSPCommunication,EliminateDataRace,GLOBAL_PeriodicTask,GLOBAL_IdleDetection,GLOBAL_InterruptWakeup,NotRTOS,META_3TierSeparation,GLOBAL_ComponentHarness",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,2.1 構成要素,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,2. アーキテクチャ分類,"META_3TierSeparation,GLOBAL_ComponentHarness,BufferedLogging",PASS,N/A,N/A,N/A,N/A,1
docs/components/core/os_coos.md,3.1 データ構造,GLOBAL_Policy_Memory,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,3.2 内部ブロック図,"GLOBAL_Policy_Memory,CSPCommunication",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,チャネル送受信動作の挙動定義,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,CSPチャネル（channel）,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,3.3 主要なデータ定義,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,3. 静的モデル,"GLOBAL_Policy_Memory,CSPCommunication,CSP_Handoff,DirectContextSwitch,GLOBAL_IdleDetection,GLOBAL_StrictMemoryLimit,GLOBAL_IndependentHeap,GLOBAL_InterruptWakeup",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,COOS 内部 API シグネチャ,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,4.1 アルゴリズム,"CSP_Handoff,DirectContextSwitch,GLOBAL_IdleDetection,GLOBAL_StrictMemoryLimit,GLOBAL_IndependentHeap,GLOBAL_InterruptWakeup",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,4.2 状態遷移図 (SMD: COOS システムレベル),"CSP_Handoff,DirectContextSwitch,GLOBAL_IdleDetection,GLOBAL_StrictMemoryLimit,GLOBAL_IndependentHeap",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,4.3 タスク状態遷移図 (SMD: Task ライフサイクル),,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,4. 動的モデル,"CSP_Handoff,DirectContextSwitch,GLOBAL_IdleDetection,GLOBAL_StrictMemoryLimit,GLOBAL_IndependentHeap,GLOBAL_InterruptWakeup,META_StaticDI,GLOBAL_ComponentHarness",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,ハーネスによる依存性注入パターン,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,5.1 `coos_harness` (システムハーネス),"META_StaticDI,GLOBAL_ComponentHarness",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,1. 所有権管理 `CoValue`,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,2. 公開 API インターフェイス,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,5.2 サブコンポーネント・インターフェイス (C++23),,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,5. インターフェイス設計,"META_StaticDI,GLOBAL_ComponentHarness",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,6.1 検証対象の不変条件,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,6. 形式検証（TLA+ / 直交表）,"CSP_Handoff,GLOBAL_UseCpp20Coroutine,Challenge_CspHandoffStarvation",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_coos.md,6.2 直交表: CSP通信と状態遷移,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,1. コンセプト,"CooperativeMultitasking,GLOBAL_UseCpp23Library,GLOBAL_UseCpp20Coroutine,COOS_Deterministic,CSPCommunication",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,2. アーキテクチャ分類,META_3TierSeparation,N/A,N/A,PASS,N/A,N/A,1
docs/components/core/os_scheduler.md,3.1 データ構造,COOS_Transparent,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,3.2 内部ブロック図,COOS_Transparent,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,スケジューラクラス（Scheduler）,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,3.3 主要なデータ定義,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,3. 静的モデル,COOS_Transparent,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,4.1 アルゴリズム,"GLOBAL_IdleDetection,GLOBAL_PeriodicTask,GLOBAL_InterruptWakeup",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,4.2 状態遷移図 (SysML SMD: Scheduler 視点),,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,4. 動的モデル,"GLOBAL_IdleDetection,GLOBAL_PeriodicTask,GLOBAL_InterruptWakeup",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,初期化 (`init-scheduler`),ConceptHarnessDI,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,タスク生成 (`spawn`),"COOS_Scheduling_Refine,LowOverheadSwitch,Challenge_CoosBlockedList",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,タスク生成（spawn_task - ネイティブタスク用）,"CooperativeMultitasking,GLOBAL_UseCpp20Coroutine",PASS,PASS,PASS,UNCERTAIN,PASS,1
docs/components/core/os_scheduler.md,実行譲渡（yield）,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,実行（run）,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,アイドルハンドラ設定（set_idle_handler）,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,`notify-interrupt` (内部 API),,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,タスク終了（terminate）,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,5.1 公開API,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,5. インターフェイス設計,"ConceptHarnessDI,COOS_Scheduling_Refine,LowOverheadSwitch,Challenge_CoosBlockedList,CooperativeMultitasking,GLOBAL_UseCpp20Coroutine",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,ADR-SCHED-001: 侵入型リストによる管理,GLOBAL_Policy_Memory,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,ADR-SCHED-002: アルゴリズムの継続的改善と最適化,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,6. 設計判断 (ADR),"GLOBAL_Policy_Memory,COOS_Scheduling_Refine",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/os_scheduler.md,ADR-SCHED-003: BLOCKEDタスクリストの管理コストとリアルタイム性,Challenge_CoosBlockedList,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,1. コンセプト,"META_ConfigurableSystem,META_Static_Resolution",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,2. アーキテクチャ分類,"META_3TierSeparation,META_Static_Resolution",N/A,N/A,N/A,N/A,N/A,1
docs/components/core/system_config.md,3.1 データ構造,Resource_Estimation_Model,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,静的リソース消費の概算モデル,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,3.2 内部ブロック図,"Resource_Estimation_Model,META_ConfigurableSystem",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,代表的な主要構成パラメータ,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,3.3 主要な構造体・クラス・定数,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,3. 静的モデル,"Resource_Estimation_Model,META_ConfigurableSystem",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,4.1 アルゴリズム,META_Static_Resolution,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,4.2 状態遷移図,META_Static_Resolution,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,4.3 内部シーケンス,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,4. 動的モデル,META_Static_Resolution,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,コンフィグ定数の参照,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,5.1 公開API,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,5.2 URI/IPCインターフェイス,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,5. インターフェイス定義,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,6.1 性能制約と方策,META_Static_Resolution,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,6.2 メモリ制約と方策,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,6. 制約達成の方策,"META_Static_Resolution,META_ConfigurableSystem,GLOBAL_StaticScalability",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config.md,6.3 安全性制約と方策,META_ConfigurableSystem,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,1. 概要,"META_ConfigurableSystem,GLOBAL_IndependentHeap,GLOBAL_StrictMemoryLimit",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,メモリプールの分離設計,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,2.1 メモリ管理,"GLOBAL_IndependentHeap,GLOBAL_StrictMemoryLimit,GLOBAL_StaticScalability,RoleBasedAccessControl",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,ロールベースアクセス制御の定義,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,2.2 IPCルータ,"GLOBAL_StaticScalability,RoleBasedAccessControl",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,2.3 HAL,"META_ConfigurableSystem,JIT_DoubleBuffer_Cache,FastAddressCheck,GLOBAL_StrictMemoryLimit,vMMIO_Isolation,META_RestrictedPhysicalAccess",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,物理アクセス許可範囲の定義,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,2.4 vSoC / vMMIO,"JIT_DoubleBuffer_Cache,FastAddressCheck,GLOBAL_StrictMemoryLimit,vMMIO_Isolation,META_ConfigurableSystem,META_RestrictedPhysicalAccess",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,2.5 ロギング,BufferedLogging,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,2.6 デバッガ,"META_ConfigurableSystem,Challenge_DebuggerResource,GLOBAL_IndependentHeap,GLOBAL_StrictMemoryLimit,GLOBAL_StaticScalability,RoleBasedAccessControl,JIT_DoubleBuffer_Cache,FastAddressCheck,vMMIO_Isolation,META_RestrictedPhysicalAccess,BufferedLogging",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,task_id 型,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,2. マクロ一覧,"GLOBAL_IndependentHeap,GLOBAL_StrictMemoryLimit,GLOBAL_StaticScalability,RoleBasedAccessControl,META_ConfigurableSystem,JIT_DoubleBuffer_Cache,FastAddressCheck,vMMIO_Isolation,META_RestrictedPhysicalAccess,BufferedLogging,Challenge_DebuggerResource",PASS,N/A,PASS,UNCERTAIN,PASS,1
docs/components/core/system_config_details.md,2.7 型定義・予約値,"GLOBAL_IndependentHeap,GLOBAL_StrictMemoryLimit,GLOBAL_StaticScalability,RoleBasedAccessControl,META_ConfigurableSystem,JIT_DoubleBuffer_Cache,FastAddressCheck,vMMIO_Isolation,META_RestrictedPhysicalAccess,BufferedLogging,Challenge_DebuggerResource",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_config_details.md,最大タスク数制約,GLOBAL_StaticScalability,PASS,N/A,PASS,UNCERTAIN,N/A,1
docs/components/core/system_config_details.md,最大タスク数のコンパイル時検証,GLOBAL_StaticScalability,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,1. コンセプト,"IPCRouter,DictionaryBasedIPC,BufferedLogging,GLOBAL_IdleDetection",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,2. アーキテクチャ分類,META_3TierSeparation,N/A,N/A,N/A,N/A,N/A,1
docs/components/core/system_logging.md,3.1 データ構造,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,3.2 内部ブロック図,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,ロガー（Logger）クラス,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,ログ構成（logging_config）,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,3.3 主要なクラス・構造体・配列・定数,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,3. 静的モデル,META_ConfigurableSystem,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,4.1 アルゴリズム,"DictionaryBasedIPC,BufferedLogging",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,4.2 辞書構造,DictionaryBasedIPC,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,4.3 COOS Idle Hook 連携 (Flush Protocol),GLOBAL_IdleDetection,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,4.4 状態遷移図,"DictionaryBasedIPC,BufferedLogging,GLOBAL_IdleDetection",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,ログ出力シーケンス,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,4.5 内部シーケンス,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,4. 動的モデル,"DictionaryBasedIPC,BufferedLogging,GLOBAL_IdleDetection",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,ログイベント記録 (`log_event`),"BufferedLogging,META_ZeroOverhead",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,バッファリング出力 (`flush`),,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,5.1 公開API,"BufferedLogging,META_ZeroOverhead",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,5.2 URI/IPCインターフェイス,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,5. インターフェイス定義,"BufferedLogging,META_ZeroOverhead,DictionaryBasedIPC",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,6.1 性能制約と方策,BufferedLogging,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,6.2 メモリ制約と方策,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,6. 制約達成の方策,"BufferedLogging,MemoryIsolation,META_ConfigurableSystem",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_logging.md,6.3 安全性制約と方策,"BufferedLogging,MemoryIsolation,META_ConfigurableSystem",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,1. 目的,NativeAPI_Export,N/A,N/A,N/A,N/A,N/A,1
docs/components/core/system_syscall.md,2. 背景,"UnifiedAccessModel,WIT_Interface_Spec",N/A,N/A,PASS,UNCERTAIN,PASS,1
docs/components/core/system_syscall.md,トラップ高速パスとレジスタ直接マッピング,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,3. `fireball_call` WIT定義,"WIT_Interface_Spec,Trap_Interface,Type_Vocabulary",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,型のエイリアス定義 (Type Vocabulary) `{Type_Vocabulary}`,Type_Vocabulary,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,4.1.1. ゲストメモリ内構造体のレイアウト規則,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,4.1. 引数のパッキング,Type_Vocabulary,PASS,N/A,PASS,UNCERTAIN,PASS,1
docs/components/core/system_syscall.md,4.2. 戻り値,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,4. `fireball_call` 呼び出し規約,"Type_Vocabulary,Syscall_Return_Value,Errorcode_To_Strategy",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,5.1. カテゴリ一覧,"Type_Vocabulary,IPC_HandleBased,CSPCommunication",N/A,N/A,PASS,N/A,N/A,1
docs/components/core/system_syscall.md,5.2. System (`0x00`-`0x0F`),CooperativeMultitasking,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,5.3. vMMIO Generic (`0x10`-`0x1F`),"RoleBasedAccessControl,META_RestrictedPhysicalAccess",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,5.4. VDMA (`0x20`-`0x2F`),VDMA,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,5.5. IRQ (`0x30`-`0x3F`),"CooperativeMultitasking,RoleBasedAccessControl,META_RestrictedPhysicalAccess,VDMA",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,5.6. IPC (`0x40`-`0x4F`),"CSPCommunication,IPC_HandleBased",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,5.7. WASI (`0x80`-`0xBF`),,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,5. システムコールID,"Type_Vocabulary,IPC_HandleBased,CSPCommunication,CooperativeMultitasking,RoleBasedAccessControl,META_RestrictedPhysicalAccess,VDMA,WASI_Implementation",PASS,PASS,PASS,UNCERTAIN,PASS,1
docs/components/core/system_syscall.md,6.1. 役割,WIT_Interface_Purpose,N/A,N/A,UNCERTAIN,N/A,N/A,1
docs/components/core/system_syscall.md,6.2. 高応答 Trigger のマッピング例,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,6. Fireball Shim (`libfireball_shim`),"WIT_Interface_Purpose,Fast_Path_GPIO",N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,7.1. 役割,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,7. WASIホスト側実装,"Challenge_WasiFdWriteLoop,WASI_Async_Bridge,Asynchronous_Notification",N/A,N/A,PASS,UNCERTAIN,N/A,1
docs/components/core/system_syscall.md,8.1.1. 仮想割り込みID,Asynchronous_Notification,N/A,N/A,PASS,N/A,PASS,1
docs/components/core/system_syscall.md,8.1.2. 仮想割り込みペイロード,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,8.1. 仮想割り込み,,N/A,N/A,N/A,N/A,N/A,0
docs/components/core/system_syscall.md,8. ホストからゲストへの非同期通知メカニズム,Asynchronous_Notification,PASS,N/A,PASS,UNCERTAIN,PASS,1
docs/components/core/system_syscall.md,9. メモリ安全性,Challenge_SyscallMemorySafety,PASS,N/A,PASS,UNCERTAIN,PASS,1
docs/components/core/system_syscall.md,10. トラップ状態プロトコル,Trap_Interface,N/A,N/A,PASS,N/A,N/A,1
docs/components/core/system_syscall.md,トラップ実行の制御フロー,Trap_Interface,N/A,N/A,PASS,UNCERTAIN,PASS,1
